ISIN,year,reason
JP3726200003,2010,no_carbon_data
JP3729000004,2010,insufficient_history(0mo) | no_carbon_data
JP3732200005,2010,no_carbon_data
JP3733400000,2010,no_carbon_data
JP3735400008,2010,stale_prices
JP3738600000,2010,no_carbon_data
JP3742600004,2010,no_carbon_data
JP3756100008,2010,no_carbon_data
JP3756600007,2010,no_carbon_data
JP3762800005,2010,no_carbon_data
JP3765400001,2010,no_carbon_data
JP3766550002,2010,stale_prices | no_carbon_data
JP3768600003,2010,stale_prices | no_carbon_data
JP3769000005,2010,stale_prices
JP3771800004,2010,no_carbon_data
JP3774200004,2010,no_carbon_data
JP3780100008,2010,no_carbon_data
JP3783420007,2010,stale_prices | no_carbon_data
JP3786200000,2010,no_carbon_data
JP3789000001,2010,no_carbon_data
JP3791200003,2010,stale_prices | no_carbon_data
JP3792600003,2010,no_carbon_data
JP3796150005,2010,no_carbon_data
JP3799000009,2010,no_carbon_data
JP3802300008,2010,no_carbon_data
JP3802400006,2010,no_carbon_data
JP3811000003,2010,no_carbon_data
JP3814800003,2010,no_carbon_data
JP3826800009,2010,no_carbon_data
JP3827200001,2010,no_carbon_data
JP3830000000,2010,no_carbon_data
JP3830800003,2010,no_carbon_data
JP3834800009,2010,no_carbon_data
JP3837800006,2010,no_carbon_data
JP3841800000,2010,no_carbon_data
JP3842400008,2010,insufficient_history(0mo) | no_carbon_data
JP3850200001,2010,no_carbon_data
JP3862400003,2010,no_carbon_data
JP3863800003,2010,no_carbon_data
JP3869010003,2010,stale_prices | no_carbon_data
JP3870400003,2010,no_carbon_data
JP3877600001,2010,stale_prices | no_carbon_data
JP3885400006,2010,no_carbon_data
JP3885780001,2010,stale_prices
JP3888300005,2010,no_carbon_data
JP3888400003,2010,no_carbon_data
JP3890310000,2010,no_carbon_data
JP3890350006,2010,no_carbon_data
JP3891600003,2010,no_carbon_data
JP3892100003,2010,insufficient_history(8mo) | stale_prices | no_carbon_data
JP3893200000,2010,no_carbon_data
JP3893600001,2010,no_carbon_data
JP3894900004,2010,no_carbon_data
JP3896800004,2010,no_carbon_data
JP3899600005,2010,no_carbon_data
JP3899800001,2010,insufficient_history(2mo) | no_carbon_data
JP3901200000,2010,stale_prices | no_carbon_data
JP3902000003,2010,no_carbon_data
JP3906000009,2010,no_carbon_data
JP3919800007,2010,no_carbon_data
JP3931600005,2010,no_carbon_data
JP3933800009,2010,no_carbon_data
JP3935600001,2010,no_carbon_data
JP3940000007,2010,no_carbon_data
JP3940400009,2010,no_carbon_data
JP3942600002,2010,no_carbon_data
JP3942800008,2010,no_carbon_data
JP3944130008,2010,stale_prices | no_carbon_data
JP3951200009,2010,stale_prices | no_carbon_data
JP3955000009,2010,no_carbon_data
JP3967200001,2010,stale_prices | no_carbon_data
JP3977400005,2010,no_carbon_data
JP3982800009,2010,no_carbon_data
JP3992400006,2010,no_carbon_data
KYG0535Q1331,2010,no_carbon_data
KYG2108Y1052,2010,no_carbon_data
KYG210961051,2010,no_carbon_data
KYG217651051,2010,no_carbon_data
KYG525621408,2010,no_carbon_data
KYG5427W1309,2010,no_carbon_data
KYG548561284,2010,no_carbon_data
KYG9431R1039,2010,insufficient_history(33mo) | no_carbon_data
MU0117U00026,2010,no_carbon_data
NZAIRE0001S2,2010,no_carbon_data
NZSKCE0001S2,2010,no_carbon_data
NZTELE0001S4,2010,no_carbon_data
SG0531000230,2010,no_carbon_data
SG1B51001017,2010,no_carbon_data
SG1F60858221,2010,no_carbon_data
SG1J26887955,2010,no_carbon_data
SG1L01001701,2010,no_carbon_data
SG1M31001969,2010,no_carbon_data
SG1M51904654,2010,no_carbon_data
SG1M77906915,2010,no_carbon_data
SG1N31909426,2010,no_carbon_data
SG1P66918738,2010,no_carbon_data
SG1S04926220,2010,no_carbon_data
SG1S76928401,2010,no_carbon_data
SG1S83002349,2010,no_carbon_data
SG1T58930911,2010,no_carbon_data
SG1T75931496,2010,no_carbon_data
SG1V61937297,2010,no_carbon_data
SG2B80958517,2010,no_carbon_data
SG9999003735,2010,no_carbon_data
SGXE21576413,2010,no_carbon_data
SGXE65760014,2010,insufficient_history(0mo) | no_carbon_data
US89677Q1076,2010,no_carbon_data
AU000000ABC7,2011,no_carbon_data
AU000000ALL7,2011,no_carbon_data
AU000000ANN9,2011,no_carbon_data
AU000000ASX7,2011,no_carbon_data
AU000000BEN6,2011,no_carbon_data
AU000000BOQ8,2011,no_carbon_data
AU000000BPT9,2011,no_carbon_data
AU000000CGF5,2011,no_carbon_data
AU000000COH5,2011,no_carbon_data
AU000000CPU5,2011,no_carbon_data
AU000000CQR9,2011,no_carbon_data
AU000000CWY3,2011,no_carbon_data
AU000000ELD6,2011,no_carbon_data
AU000000FLT9,2011,no_carbon_data
AU000000GMG2,2011,no_carbon_data
AU000000HIL8,2011,no_carbon_data
AU000000HVN7,2011,no_carbon_data
AU000000IFL2,2011,no_carbon_data
AU000000ILU1,2011,no_carbon_data
AU000000IRE2,2011,no_carbon_data
AU000000JBH7,2011,no_carbon_data
AU000000MGX7,2011,stale_prices | no_carbon_data
AU000000MND5,2011,no_carbon_data
AU000000PPT9,2011,no_carbon_data
AU000000RHC8,2011,stale_prices | no_carbon_data
AU000000SBM8,2011,no_carbon_data
AU000000SDG6,2011,no_carbon_data
AU000000SEK6,2011,no_carbon_data
AU000000SIG5,2011,no_carbon_data
AU000000SWM4,2011,no_carbon_data
AU000000SXL4,2011,no_carbon_data
AU0000032187,2011,no_carbon_data
AU0000033359,2011,no_carbon_data
BMG2108M2182,2011,no_carbon_data
BMG2178K1009,2011,no_carbon_data
BMG2442N1048,2011,no_carbon_data
BMG2624N1535,2011,no_carbon_data
BMG4600H1198,2011,no_carbon_data
BMG4639H1227,2011,stale_prices | no_carbon_data
BMG507361001,2011,no_carbon_data
BMG5320C1082,2011,no_carbon_data
BMG668971101,2011,no_carbon_data
BMG8063F1068,2011,no_carbon_data
BMG8403G1033,2011,no_carbon_data
BMG988031446,2011,no_carbon_data
HK0000049939,2011,no_carbon_data
HK0000055878,2011,no_carbon_data
HK0000139300,2011,no_carbon_data
HK0000592854,2011,no_carbon_data
HK0000608585,2011,no_carbon_data
HK0000745908,2011,no_carbon_data
HK0003000038,2011,no_carbon_data
HK0004000045,2011,no_carbon_data
HK0008011667,2011,no_carbon_data
HK0010000088,2011,no_carbon_data
HK0012000102,2011,no_carbon_data
HK0014000126,2011,no_carbon_data
HK0016000132,2011,no_carbon_data
HK0023000190,2011,no_carbon_data
HK0083000502,2011,no_carbon_data
HK0101000591,2011,no_carbon_data
HK0144000764,2011,no_carbon_data
HK0165000859,2011,no_carbon_data
HK0200030994,2011,no_carbon_data
HK0242001243,2011,no_carbon_data
HK0270001396,2011,no_carbon_data
HK0291001490,2011,no_carbon_data
HK0308001558,2011,no_carbon_data
HK0363006039,2011,no_carbon_data
HK0392044647,2011,no_carbon_data
HK0440001847,2011,no_carbon_data
HK0688002218,2011,no_carbon_data
HK0823032773,2011,no_carbon_data
HK0836012952,2011,no_carbon_data
HK2380027329,2011,no_carbon_data
HK2388011192,2011,no_carbon_data
JP3027670003,2011,no_carbon_data
JP3027680002,2011,no_carbon_data
JP3039710003,2011,no_carbon_data
JP3040890000,2011,no_carbon_data
JP3102000001,2011,no_carbon_data
JP3108600002,2011,no_carbon_data
JP3111200006,2011,no_carbon_data
JP3122800000,2011,no_carbon_data
JP3125800007,2011,no_carbon_data
JP3126340003,2011,no_carbon_data
JP3126400005,2011,no_carbon_data
JP3131400008,2011,no_carbon_data
JP3131430005,2011,no_carbon_data
JP3134800006,2011,no_carbon_data
JP3137200006,2011,no_carbon_data
JP3143000002,2011,no_carbon_data
JP3143600009,2011,no_carbon_data
JP3143900003,2011,stale_prices | no_carbon_data
JP3152740001,2011,no_carbon_data
JP3156400008,2011,no_carbon_data
JP3158800007,2011,no_carbon_data
JP3160400002,2011,no_carbon_data
JP3162600005,2011,no_carbon_data
JP3164630000,2011,no_carbon_data
JP3164720009,2011,stale_prices | no_carbon_data
JP3166000004,2011,no_carbon_data
JP3167500002,2011,insufficient_history(27mo) | no_carbon_data
JP3172100004,2011,no_carbon_data
JP3173400007,2011,no_carbon_data
JP3174410005,2011,no_carbon_data
JP3188220002,2011,insufficient_history(12mo) | no_carbon_data
JP3194000000,2011,no_carbon_data
JP3196000008,2011,no_carbon_data
JP3197600004,2011,no_carbon_data
JP3197800000,2011,no_carbon_data
JP3200450009,2011,no_carbon_data
JP3203500008,2011,no_carbon_data
JP3209000003,2011,no_carbon_data
JP3215800008,2011,no_carbon_data
JP3218900003,2011,stale_prices | no_carbon_data
JP3219000001,2011,no_carbon_data
JP3223800008,2011,no_carbon_data
JP3224200000,2011,stale_prices | no_carbon_data
JP3228600007,2011,no_carbon_data
JP3229400001,2011,no_carbon_data
JP3236200006,2011,no_carbon_data
JP3240400006,2011,no_carbon_data
JP3243600008,2011,no_carbon_data
JP3246400000,2011,no_carbon_data
JP3249600002,2011,no_carbon_data
JP3256000005,2011,no_carbon_data
JP3260800002,2011,no_carbon_data
JP3263000006,2011,no_carbon_data
JP3268950007,2011,no_carbon_data
JP3269600007,2011,no_carbon_data
JP3270000007,2011,no_carbon_data
JP3271400008,2011,no_carbon_data
JP3274400005,2011,no_carbon_data
JP3276400003,2011,no_carbon_data
JP3277800003,2011,no_carbon_data
JP3278600006,2011,no_carbon_data
JP3280200001,2011,no_carbon_data
JP3283650004,2011,no_carbon_data
JP3292200007,2011,no_carbon_data
JP3293200006,2011,no_carbon_data
JP3294460005,2011,stale_prices
JP3300200007,2011,no_carbon_data
JP3300600008,2011,no_carbon_data
JP3305530002,2011,no_carbon_data
JP3305800009,2011,no_carbon_data
JP3305990008,2011,insufficient_history(0mo) | no_carbon_data
JP3322930003,2011,no_carbon_data
JP3326410002,2011,no_carbon_data
JP3336000009,2011,no_carbon_data
JP3336600006,2011,no_carbon_data
JP3347200002,2011,no_carbon_data
JP3350800003,2011,no_carbon_data
JP3351100007,2011,stale_prices | no_carbon_data
JP3351500008,2011,no_carbon_data
JP3352000008,2011,no_carbon_data
JP3352400000,2011,no_carbon_data
JP3358000002,2011,no_carbon_data
JP3358200008,2011,no_carbon_data
JP3368000000,2011,no_carbon_data
JP3375800004,2011,no_carbon_data
JP3381000003,2011,no_carbon_data
JP3385980002,2011,no_carbon_data
JP3386030005,2011,no_carbon_data
JP3388200002,2011,no_carbon_data
JP3389900006,2011,no_carbon_data
JP3396350005,2011,stale_prices | no_carbon_data
JP3397200001,2011,no_carbon_data
JP3398000004,2011,stale_prices | no_carbon_data
JP3399400005,2011,no_carbon_data
JP3400900001,2011,no_carbon_data
JP3404200002,2011,no_carbon_data
JP3404600003,2011,no_carbon_data
JP3405400007,2011,no_carbon_data
JP3407200009,2011,no_carbon_data
JP3409000001,2011,no_carbon_data
JP3411000007,2011,no_carbon_data
JP3414750004,2011,no_carbon_data
JP3415400005,2011,no_carbon_data
JP3419050004,2011,no_carbon_data
JP3421800008,2011,no_carbon_data
JP3425000001,2011,no_carbon_data
JP3436100006,2011,no_carbon_data
JP3436120004,2011,stale_prices | no_carbon_data
JP3456000003,2011,no_carbon_data
JP3459600007,2011,no_carbon_data
JP3485800001,2011,no_carbon_data
JP3486800000,2011,stale_prices | no_carbon_data
JP3491000000,2011,no_carbon_data
JP3493400000,2011,no_carbon_data
JP3493800001,2011,no_carbon_data
JP3494600004,2011,no_carbon_data
JP3495000006,2011,no_carbon_data
JP3499800005,2011,no_carbon_data
JP3500610005,2011,stale_prices | no_carbon_data
JP3511800009,2011,no_carbon_data
JP3519400000,2011,no_carbon_data
JP3522200009,2011,no_carbon_data
JP3526600006,2011,no_carbon_data
JP3528600004,2011,no_carbon_data
JP3535800001,2011,stale_prices
JP3538800008,2011,no_carbon_data
JP3539250005,2011,stale_prices | no_carbon_data
JP3544000007,2011,no_carbon_data
JP3546800008,2011,no_carbon_data
JP3548610009,2011,no_carbon_data
JP3549600009,2011,no_carbon_data
JP3551500006,2011,no_carbon_data
JP3551520004,2011,no_carbon_data
JP3560800009,2011,no_carbon_data
JP3574200006,2011,no_carbon_data
JP3579800008,2011,no_carbon_data
JP3582600007,2011,no_carbon_data
JP3585800000,2011,no_carbon_data
JP3588600001,2011,no_carbon_data
JP3596200000,2011,no_carbon_data
JP3597800006,2011,no_carbon_data
JP3598600009,2011,no_carbon_data
JP3599000001,2011,no_carbon_data
JP3600200004,2011,no_carbon_data
JP3605400005,2011,no_carbon_data
JP3613000003,2011,no_carbon_data
JP3619800000,2011,no_carbon_data
JP3621000003,2011,no_carbon_data
JP3625000009,2011,no_carbon_data
JP3634200004,2011,no_carbon_data
JP3634600005,2011,no_carbon_data
JP3635000007,2011,no_carbon_data
JP3635400009,2011,no_carbon_data
JP3637300009,2011,no_carbon_data
JP3638600001,2011,no_carbon_data
JP3658850007,2011,insufficient_history(0mo) | no_carbon_data
JP3659000008,2011,no_carbon_data
JP3663900003,2011,no_carbon_data
JP3665200006,2011,no_carbon_data
JP3667600005,2011,no_carbon_data
JP3670800006,2011,no_carbon_data
JP3675600005,2011,no_carbon_data
JP3676800000,2011,no_carbon_data
JP3684400009,2011,no_carbon_data
JP3689500001,2011,no_carbon_data
JP3695200000,2011,stale_prices | no_carbon_data
JP3711200000,2011,stale_prices | no_carbon_data
JP3711600001,2011,no_carbon_data
JP3718800000,2011,no_carbon_data
JP3721400004,2011,no_carbon_data
JP3726200003,2011,no_carbon_data
JP3729000004,2011,insufficient_history(0mo) | no_carbon_data
JP3732200005,2011,no_carbon_data
JP3733000008,2011,no_carbon_data
JP3733400000,2011,no_carbon_data
JP3735400008,2011,stale_prices
JP3738600000,2011,no_carbon_data
JP3742600004,2011,no_carbon_data
JP3756100008,2011,no_carbon_data
JP3756600007,2011,no_carbon_data
JP3762800005,2011,no_carbon_data
JP3765400001,2011,no_carbon_data
JP3766550002,2011,stale_prices | no_carbon_data
JP3768600003,2011,stale_prices | no_carbon_data
JP3769000005,2011,stale_prices
JP3771800004,2011,no_carbon_data
JP3774200004,2011,no_carbon_data
JP3780100008,2011,no_carbon_data
JP3783420007,2011,stale_prices | no_carbon_data
JP3783600004,2011,no_carbon_data
JP3786200000,2011,no_carbon_data
JP3787000003,2011,no_carbon_data
JP3789000001,2011,no_carbon_data
JP3791200003,2011,stale_prices | no_carbon_data
JP3792600003,2011,no_carbon_data
JP3796150005,2011,no_carbon_data
JP3799000009,2011,no_carbon_data
JP3802300008,2011,no_carbon_data
JP3802400006,2011,no_carbon_data
JP3811000003,2011,no_carbon_data
JP3814800003,2011,no_carbon_data
JP3826800009,2011,no_carbon_data
JP3827200001,2011,no_carbon_data
JP3830000000,2011,no_carbon_data
JP3830800003,2011,no_carbon_data
JP3834800009,2011,no_carbon_data
JP3837800006,2011,no_carbon_data
JP3841800000,2011,no_carbon_data
JP3842400008,2011,insufficient_history(0mo) | no_carbon_data
JP3850200001,2011,no_carbon_data
JP3862400003,2011,no_carbon_data
JP3863800003,2011,no_carbon_data
JP3869010003,2011,stale_prices | no_carbon_data
JP3870000001,2011,no_carbon_data
JP3870400003,2011,no_carbon_data
JP3877600001,2011,stale_prices | no_carbon_data
JP3885400006,2011,no_carbon_data
JP3885780001,2011,stale_prices
JP3888400003,2011,no_carbon_data
JP3891600003,2011,no_carbon_data
JP3892100003,2011,insufficient_history(8mo) | stale_prices | no_carbon_data
JP3893200000,2011,no_carbon_data
JP3893600001,2011,no_carbon_data
JP3894900004,2011,no_carbon_data
JP3896800004,2011,no_carbon_data
JP3899600005,2011,no_carbon_data
JP3899800001,2011,insufficient_history(2mo) | no_carbon_data
JP3901200000,2011,stale_prices | no_carbon_data
JP3902000003,2011,no_carbon_data
JP3906000009,2011,no_carbon_data
JP3919800007,2011,no_carbon_data
JP3931600005,2011,no_carbon_data
JP3933800009,2011,no_carbon_data
JP3935600001,2011,no_carbon_data
JP3940000007,2011,no_carbon_data
JP3940400009,2011,no_carbon_data
JP3942600002,2011,no_carbon_data
JP3942800008,2011,no_carbon_data
JP3944130008,2011,stale_prices | no_carbon_data
JP3951200009,2011,stale_prices | no_carbon_data
JP3951600000,2011,no_carbon_data
JP3955000009,2011,no_carbon_data
JP3967200001,2011,stale_prices | no_carbon_data
JP3977400005,2011,no_carbon_data
JP3982800009,2011,no_carbon_data
JP3992400006,2011,no_carbon_data
KYG0535Q1331,2011,no_carbon_data
KYG2108Y1052,2011,no_carbon_data
KYG210961051,2011,no_carbon_data
KYG217651051,2011,no_carbon_data
KYG525621408,2011,no_carbon_data
KYG5427W1309,2011,no_carbon_data
KYG548561284,2011,no_carbon_data
KYG9431R1039,2011,no_carbon_data
MU0117U00026,2011,no_carbon_data
NZAIRE0001S2,2011,no_carbon_data
NZSKCE0001S2,2011,no_carbon_data
NZTELE0001S4,2011,no_carbon_data
SG0531000230,2011,no_carbon_data
SG1B51001017,2011,no_carbon_data
SG1F60858221,2011,no_carbon_data
SG1L01001701,2011,no_carbon_data
SG1M31001969,2011,no_carbon_data
SG1M51904654,2011,no_carbon_data
SG1M77906915,2011,no_carbon_data
SG1N31909426,2011,no_carbon_data
SG1P66918738,2011,no_carbon_data
SG1S04926220,2011,no_carbon_data
SG1S76928401,2011,no_carbon_data
SG1S83002349,2011,no_carbon_data
SG1T58930911,2011,no_carbon_data
SG1T75931496,2011,no_carbon_data
SG2B80958517,2011,no_carbon_data
SG9999003735,2011,no_carbon_data
SGXE21576413,2011,no_carbon_data
SGXE65760014,2011,insufficient_history(0mo) | no_carbon_data
US89677Q1076,2011,no_carbon_data
AU000000ABC7,2012,no_carbon_data
AU000000ALL7,2012,no_carbon_data
AU000000ANN9,2012,no_carbon_data
AU000000BOQ8,2012,no_carbon_data
AU000000BPT9,2012,no_carbon_data
AU000000CGF5,2012,no_carbon_data
AU000000COH5,2012,no_carbon_data
AU000000CPU5,2012,no_carbon_data
AU000000CQR9,2012,no_carbon_data
AU000000ELD6,2012,no_carbon_data
AU000000FLT9,2012,no_carbon_data
AU000000HIL8,2012,no_carbon_data
AU000000HVN7,2012,no_carbon_data
AU000000IFL2,2012,no_carbon_data
AU000000ILU1,2012,no_carbon_data
AU000000IRE2,2012,no_carbon_data
AU000000JBH7,2012,no_carbon_data
AU000000MAH3,2012,no_carbon_data
AU000000MGX7,2012,stale_prices | no_carbon_data
AU000000PPT9,2012,no_carbon_data
AU000000RHC8,2012,stale_prices | no_carbon_data
AU000000SDG6,2012,no_carbon_data
AU000000SEK6,2012,no_carbon_data
AU000000SIG5,2012,no_carbon_data
AU000000SWM4,2012,no_carbon_data
AU000000SXL4,2012,no_carbon_data
AU000000TAH8,2012,no_carbon_data
AU0000032187,2012,no_carbon_data
AU0000033359,2012,no_carbon_data
BMG2108M2182,2012,no_carbon_data
BMG2178K1009,2012,no_carbon_data
BMG2442N1048,2012,no_carbon_data
BMG2624N1535,2012,no_carbon_data
BMG4600H1198,2012,no_carbon_data
BMG4639H1227,2012,stale_prices | no_carbon_data
BMG507361001,2012,no_carbon_data
BMG5320C1082,2012,no_carbon_data
BMG668971101,2012,no_carbon_data
BMG8403G1033,2012,no_carbon_data
BMG988031446,2012,no_carbon_data
HK0000049939,2012,no_carbon_data
HK0000055878,2012,no_carbon_data
HK0000139300,2012,no_carbon_data
HK0000592854,2012,no_carbon_data
HK0000608585,2012,no_carbon_data
HK0000745908,2012,no_carbon_data
HK0004000045,2012,no_carbon_data
HK0008011667,2012,no_carbon_data
HK0010000088,2012,no_carbon_data
HK0014000126,2012,no_carbon_data
HK0016000132,2012,no_carbon_data
HK0023000190,2012,no_carbon_data
HK0083000502,2012,no_carbon_data
HK0101000591,2012,no_carbon_data
HK0144000764,2012,no_carbon_data
HK0165000859,2012,no_carbon_data
HK0200030994,2012,no_carbon_data
HK0242001243,2012,no_carbon_data
HK0270001396,2012,no_carbon_data
HK0291001490,2012,no_carbon_data
HK0308001558,2012,no_carbon_data
HK0363006039,2012,no_carbon_data
HK0392044647,2012,no_carbon_data
HK0440001847,2012,no_carbon_data
HK0688002218,2012,no_carbon_data
HK0836012952,2012,no_carbon_data
HK2380027329,2012,no_carbon_data
HK2388011192,2012,no_carbon_data
JP3027670003,2012,no_carbon_data
JP3027680002,2012,no_carbon_data
JP3039710003,2012,no_carbon_data
JP3040890000,2012,no_carbon_data
JP3102000001,2012,no_carbon_data
JP3108600002,2012,no_carbon_data
JP3111200006,2012,no_carbon_data
JP3122800000,2012,no_carbon_data
JP3125800007,2012,no_carbon_data
JP3126340003,2012,no_carbon_data
JP3131400008,2012,no_carbon_data
JP3131430005,2012,no_carbon_data
JP3134800006,2012,no_carbon_data
JP3137200006,2012,no_carbon_data
JP3143000002,2012,no_carbon_data
JP3143600009,2012,no_carbon_data
JP3143900003,2012,stale_prices | no_carbon_data
JP3152740001,2012,no_carbon_data
JP3156400008,2012,no_carbon_data
JP3158800007,2012,no_carbon_data
JP3160400002,2012,no_carbon_data
JP3162600005,2012,no_carbon_data
JP3164630000,2012,no_carbon_data
JP3164720009,2012,stale_prices | no_carbon_data
JP3165600002,2012,no_carbon_data
JP3166000004,2012,no_carbon_data
JP3167500002,2012,insufficient_history(27mo) | no_carbon_data
JP3172100004,2012,no_carbon_data
JP3173400007,2012,no_carbon_data
JP3174410005,2012,no_carbon_data
JP3180400008,2012,no_carbon_data
JP3188220002,2012,insufficient_history(24mo) | no_carbon_data
JP3194000000,2012,no_carbon_data
JP3196000008,2012,no_carbon_data
JP3197600004,2012,no_carbon_data
JP3203500008,2012,no_carbon_data
JP3215800008,2012,no_carbon_data
JP3218900003,2012,stale_prices | no_carbon_data
JP3219000001,2012,no_carbon_data
JP3223800008,2012,no_carbon_data
JP3224200000,2012,stale_prices
JP3228600007,2012,no_carbon_data
JP3229400001,2012,no_carbon_data
JP3236200006,2012,no_carbon_data
JP3240400006,2012,no_carbon_data
JP3243600008,2012,no_carbon_data
JP3246400000,2012,no_carbon_data
JP3249600002,2012,no_carbon_data
JP3256000005,2012,no_carbon_data
JP3263000006,2012,no_carbon_data
JP3268950007,2012,no_carbon_data
JP3270000007,2012,no_carbon_data
JP3271400008,2012,no_carbon_data
JP3274400005,2012,no_carbon_data
JP3276400003,2012,no_carbon_data
JP3277800003,2012,no_carbon_data
JP3278600006,2012,no_carbon_data
JP3280200001,2012,no_carbon_data
JP3283650004,2012,no_carbon_data
JP3292200007,2012,no_carbon_data
JP3294460005,2012,stale_prices
JP3300200007,2012,no_carbon_data
JP3300600008,2012,no_carbon_data
JP3305530002,2012,no_carbon_data
JP3305800009,2012,no_carbon_data
JP3305990008,2012,insufficient_history(0mo) | no_carbon_data
JP3320800000,2012,no_carbon_data
JP3322930003,2012,no_carbon_data
JP3326410002,2012,no_carbon_data
JP3336000009,2012,no_carbon_data
JP3336600006,2012,no_carbon_data
JP3347200002,2012,no_carbon_data
JP3350800003,2012,no_carbon_data
JP3351100007,2012,stale_prices | no_carbon_data
JP3351500008,2012,no_carbon_data
JP3352000008,2012,no_carbon_data
JP3352400000,2012,no_carbon_data
JP3358000002,2012,no_carbon_data
JP3358200008,2012,no_carbon_data
JP3358800005,2012,no_carbon_data
JP3368000000,2012,no_carbon_data
JP3375800004,2012,no_carbon_data
JP3381000003,2012,no_carbon_data
JP3386030005,2012,no_carbon_data
JP3389900006,2012,no_carbon_data
JP3396350005,2012,stale_prices | no_carbon_data
JP3397200001,2012,no_carbon_data
JP3398000004,2012,stale_prices | no_carbon_data
JP3399400005,2012,no_carbon_data
JP3400900001,2012,no_carbon_data
JP3401400001,2012,no_carbon_data
JP3404200002,2012,no_carbon_data
JP3404600003,2012,no_carbon_data
JP3405400007,2012,no_carbon_data
JP3407200009,2012,no_carbon_data
JP3409000001,2012,no_carbon_data
JP3411000007,2012,no_carbon_data
JP3414750004,2012,no_carbon_data
JP3415400005,2012,no_carbon_data
JP3419050004,2012,no_carbon_data
JP3421800008,2012,no_carbon_data
JP3425000001,2012,no_carbon_data
JP3436100006,2012,no_carbon_data
JP3436120004,2012,stale_prices | no_carbon_data
JP3456000003,2012,no_carbon_data
JP3459600007,2012,no_carbon_data
JP3463000004,2012,no_carbon_data
JP3485800001,2012,no_carbon_data
JP3486800000,2012,stale_prices | no_carbon_data
JP3491000000,2012,no_carbon_data
JP3494600004,2012,no_carbon_data
JP3495000006,2012,no_carbon_data
JP3499800005,2012,no_carbon_data
JP3500610005,2012,stale_prices | no_carbon_data
JP3511800009,2012,no_carbon_data
JP3522200009,2012,no_carbon_data
JP3526600006,2012,no_carbon_data
JP3528600004,2012,no_carbon_data
JP3535800001,2012,stale_prices
JP3538800008,2012,no_carbon_data
JP3539250005,2012,stale_prices | no_carbon_data
JP3544000007,2012,no_carbon_data
JP3546800008,2012,no_carbon_data
JP3548610009,2012,no_carbon_data
JP3549600009,2012,no_carbon_data
JP3560800009,2012,no_carbon_data
JP3574200006,2012,no_carbon_data
JP3579800008,2012,no_carbon_data
JP3582600007,2012,no_carbon_data
JP3585800000,2012,no_carbon_data
JP3588600001,2012,no_carbon_data
JP3597800006,2012,no_carbon_data
JP3598600009,2012,no_carbon_data
JP3599000001,2012,no_carbon_data
JP3600200004,2012,no_carbon_data
JP3605400005,2012,no_carbon_data
JP3613000003,2012,no_carbon_data
JP3625000009,2012,no_carbon_data
JP3634200004,2012,no_carbon_data
JP3635000007,2012,no_carbon_data
JP3635400009,2012,no_carbon_data
JP3637300009,2012,no_carbon_data
JP3638600001,2012,no_carbon_data
JP3658850007,2012,insufficient_history(0mo) | no_carbon_data
JP3663900003,2012,no_carbon_data
JP3665200006,2012,no_carbon_data
JP3667600005,2012,no_carbon_data
JP3670800006,2012,no_carbon_data
JP3675600005,2012,no_carbon_data
JP3676800000,2012,no_carbon_data
JP3684400009,2012,no_carbon_data
JP3689500001,2012,no_carbon_data
JP3695200000,2012,stale_prices | no_carbon_data
JP3711200000,2012,stale_prices | no_carbon_data
JP3718800000,2012,no_carbon_data
JP3721400004,2012,no_carbon_data
JP3726200003,2012,no_carbon_data
JP3729000004,2012,insufficient_history(0mo) | no_carbon_data
JP3732200005,2012,no_carbon_data
JP3733000008,2012,no_carbon_data
JP3733400000,2012,no_carbon_data
JP3735400008,2012,stale_prices
JP3742600004,2012,no_carbon_data
JP3756100008,2012,no_carbon_data
JP3756600007,2012,no_carbon_data
JP3762600009,2012,no_carbon_data
JP3762800005,2012,no_carbon_data
JP3765400001,2012,no_carbon_data
JP3766550002,2012,stale_prices | no_carbon_data
JP3768600003,2012,stale_prices | no_carbon_data
JP3769000005,2012,stale_prices
JP3771800004,2012,no_carbon_data
JP3774200004,2012,no_carbon_data
JP3778630008,2012,no_carbon_data
JP3780100008,2012,no_carbon_data
JP3783420007,2012,stale_prices | no_carbon_data
JP3783600004,2012,no_carbon_data
JP3786200000,2012,no_carbon_data
JP3787000003,2012,no_carbon_data
JP3789000001,2012,no_carbon_data
JP3791200003,2012,stale_prices | no_carbon_data
JP3792600003,2012,no_carbon_data
JP3796150005,2012,no_carbon_data
JP3799000009,2012,no_carbon_data
JP3802300008,2012,no_carbon_data
JP3802400006,2012,no_carbon_data
JP3811000003,2012,no_carbon_data
JP3814800003,2012,no_carbon_data
JP3826800009,2012,no_carbon_data
JP3827200001,2012,no_carbon_data
JP3830000000,2012,no_carbon_data
JP3834800009,2012,no_carbon_data
JP3837800006,2012,no_carbon_data
JP3841800000,2012,no_carbon_data
JP3842400008,2012,insufficient_history(0mo) | no_carbon_data
JP3850200001,2012,no_carbon_data
JP3862400003,2012,no_carbon_data
JP3863800003,2012,no_carbon_data
JP3868400007,2012,no_carbon_data
JP3869010003,2012,stale_prices | no_carbon_data
JP3870000001,2012,no_carbon_data
JP3870400003,2012,no_carbon_data
JP3877600001,2012,stale_prices | no_carbon_data
JP3885400006,2012,no_carbon_data
