NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
AGC,JP3112000009,,,,,,,,,,,,,0.0,4400000.0,4550000.0,4670000.0,4430000.0,4840000.0,5399000.0,5400000.0,5493000.0,4792000.0,4643000.0,4916000.0,4347000.0,4395249.0,
ASAHI GROUP HOLDINGS,JP3116000005,,,,,,,,,,,98964.0,93200.0,124000.0,166000.0,,250608.0,259772.0,256040.0,258766.0,419000.0,429000.0,367000.0,306000.0,194000.0,410789.0,382771.15,
ASICS,JP3118000003,,,,,,,,,,7779.0,7609.0,7458.0,12180.0,14980.0,16215.0,17498.0,25194.0,23241.0,20983.0,20903.0,22140.0,20262.0,19389.0,21032.0,18089.0,14304.0,
AJINOMOTO,JP3119600009,,,,,,,,,,,810000.0,783000.0,835000.0,872000.0,905000.0,914000.0,1143380.0,1101529.0,1121770.0,1072248.0,1026764.0,978066.0,910791.0,622059.0,620751.0,516707.0,477929.0
ADVANTEST,JP3122400009,,,,,,,,,,,,22093.0,21304.09,24372.15,23092.56,32338.0,30845.0,34053.0,36452.0,35404.0,38290.0,39540.0,37730.0,37860.0,37730.0,41910.0,
AMADA,JP3122800000,,,,,,,,,,,,,,,,,,,,,,44354.0,11133.0,10849.0,9648.0,9021.0,
ARIAKE JAPAN,JP3125800007,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,
ALFRESA HOLDINGS,JP3126340003,,,,,,,,,,,,,,,,,,,43309.0,42292.0,40873.0,37914.0,35774.0,37309.0,36683.0,38939.0,32709.0
ALPS ALPINE,JP3126400005,,,,,,,,,,,,158988.0,,178516.0,176454.0,,,,,,305905.0,291815.0,241150.0,178424.0,137612.0,82719.0,56685.0
AEON FINANCIAL SERVICE,JP3131400008,,,,,,,,,,,,,,,,,,,,,,,13230.0,13041.0,11672.0,10389.0,
AEON MALL DEAD - DELIST.27/06/25,JP3131430005,,,,,,,,,,,,,,,,,,,230161.0,225500.0,213468.0,193771.0,178152.0,189070.0,182679.0,,
IHI,JP3134800006,,,,,,,,,,,,,,,183606.0,,,,,,249570.0,189503.0,166549.0,155868.0,154284.0,146937.0,
ISUZU MOTORS,JP3137200006,,,,,,,,,,,,,,,,,,,,,92529.0,76453.0,68909.0,78192.0,347151.0,271812.0,260785.0
ITO EN,JP3143000002,,,,,,,,,,,,,,,,,,,,,39000.0,12000.0,33000.0,30000.0,29000.0,36000.0,
ITOCHU,JP3143600009,,,,,,,,,,,,,,,,,,406428.0,362188.0,610644.0,771204.0,835916.0,799562.0,716176.0,600000.0,679366.0,682708.0
ITOCHU TECHNO-SOLUTIONS DEAD - DELIST.01/12/23,JP3143900003,,,,,,,,,,,,,,,,,,,,60635.0,57102.0,,,,15342.0,,
IBIDEN,JP3148800000,,,,,,,,,,,,289000.0,337000.0,339000.0,441000.0,494000.0,593000.0,633000.0,618000.0,532000.0,505000.0,464000.0,419000.0,400000.0,246000.0,127000.0,
ABC-MART,JP3152740001,,,,,,,,,,,,,,,,,,,,,,,,30000.0,,51054.0,
USHIO,JP3156400008,,,,,,,,,,,,,,,,,28922.0,34075.0,35149.0,35443.0,33306.0,42444.0,37269.0,40858.0,48626.0,40788.0,42753.0
UBE,JP3158800007,,,,,,,,,,,,440000.0,,,,,,810000.0,790000.0,780000.0,750000.0,700000.0,580000.0,520000.0,430000.0,370000.0,
EISAI,JP3160400002,,,,,,,,,,,,,,,,,105060.0,93746.0,95206.0,92279.0,87916.0,55830.0,34100.0,27967.0,6105.0,2673.0,
SMC,JP3162600005,,,,,,,,,,,,,,,,,,,,,,110199.0,116516.0,138686.0,119920.0,86786.0,
SQUARE ENIX HOLDINGS,JP3164630000,,,,,,,,,,,,,,,,,,,34320.0,34304.0,32691.0,31879.0,26140.0,22703.0,20535.0,20625.0,
RENESAS ELECTRONICS,JP3164720009,,,,,,,,,,,,623000.0,,,,,,,1109150.0,873334.0,709195.0,751637.0,734438.0,719323.0,685950.0,638962.0,
NOK,JP3164800009,,,,,,,,,,,,289235.0,,337295.0,359292.0,,,,,371000.0,728000.0,679000.0,598000.0,700000.0,633000.0,621000.0,
NTN,JP3165600002,,,,,,,,,,,,358117.0,431579.43,,456113.0,,515045.0,509816.0,523589.0,538939.0,568711.0,528000.0,463000.0,486000.0,463000.0,445000.0,
NTT DATA GROUP DEAD - DELIST.26/09/25,JP3165700000,,,,,,,,,,200000.0,249000.0,254000.0,217872.0,208726.0,204763.0,250236.0,256764.0,238679.0,248591.0,309063.0,183842.0,171173.0,170807.0,674424.0,670304.0,665870.0,
EBARA,JP3166000004,,,,,,,,,,,,34105.0,,,,27552.0,28451.0,,,,,93000.0,87000.0,85000.0,72000.0,70000.0,
LEOPALACE21,JP3167500002,,,,,,,,,,,,,,,,,,4104.0,3615.0,3490.0,3345.0,115.78,8089.0,7232.0,8206.0,37619.0,
OKUMA,JP3172100004,,,,,,,,,,,,,,,,,,,,,31500.0,27800.0,23600.0,34000.0,34800.0,35700.0,
OBIC,JP3173400007,,,,,,,,,,,,,,,,,,,,2374.0,2283.0,2157.0,1971.0,1970.0,1469.0,1179.0,
OJI HOLDINGS,JP3174410005,,,,,,,,3174000.0,,,,,,,,1554000.0,1722000.0,1453000.0,1305000.0,1349000.0,1442000.0,1327000.0,1193000.0,1208000.0,1071000.0,959000.0,1117000.0
OSAKA GAS,JP3180400008,,,,,,,,,,,174421.0,172524.0,144094.0,,,332000.0,286112.0,306972.0,273109.0,270278.0,297945.0,303154.0,297386.0,334433.0,323790.0,324118.0,334786.0
OTSUKA HOLDINGS,JP3188220002,,,,,,,,,,,,,,,,,,,,,,337480.0,321366.0,242662.0,195362.0,188833.0,
OBAYASHI,JP3190000004,,,,,,,,80453.0,,,,60600.0,65000.0,59000.0,75000.0,91000.0,68100.0,60900.0,62100.0,66100.0,64500.0,118700.0,108700.0,49482.0,47759.0,23137.0,
OKI ELECTRIC IND.,JP3194000000,,,,,,,,,,,,,,,76800.0,83000.0,88800.0,78000.0,80000.0,71900.0,79100.0,72700.0,68700.0,65900.0,62400.0,51800.0,
ODAKYU ELECTRIC RY.,JP3196000008,,,,,,,,,,,,,,,,,,,,,,,290000.0,290000.0,254728.0,255041.0,
ONO PHARM.,JP3197600004,,,,,,,,,,,,,,,,,,,,17700.0,19100.0,17100.0,15900.0,13700.0,10400.0,9500.0,
OMRON,JP3197800000,,,,,,,,,,,,113451.0,,177774.0,165181.0,195160.0,213912.0,205930.0,199505.0,203256.0,209465.0,170475.0,143616.0,145363.0,129593.0,114889.0,
ORIENTAL LAND,JP3198900007,,,,,,,,,,,,,171000.0,148000.0,,,,,130000.0,123000.0,122000.0,121000.0,89000.0,98000.0,98761.0,91201.0,89415.0
ORIX,JP3200450009,,,,,,,,,,,188100.0,,,164896.0,166488.0,166488.0,189044.0,168441.0,158652.0,157463.0,146469.0,112444.0,151055.0,151980.0,139766.0,137525.0,121591.0
OLYMPUS,JP3201200007,,,,,,,,,,,,84722.0,27877.0,101475.0,90972.0,96851.0,95081.0,96001.0,93325.0,97679.0,60287.0,64130.0,54941.0,52804.0,53257.0,54448.0,53819.0
ONWARD HOLDINGS,JP3203500008,,,,,,,,,,,,,,,,,,,,,,11547.0,9841.0,8895.0,6352.0,5522.0,
KAO,JP3205800000,,,,,,,,,,,,323500.0,325200.0,312900.0,357000.0,379000.0,405000.0,391000.0,409000.0,390000.0,320000.0,282000.0,240000.0,183000.0,149000.0,112000.0,
CASIO COMPUTER,JP3209000003,,,,,,,,,,,,83088.0,,37885.2,41505.2,32901.2,32494.4,31784.1,29923.5,28182.1,27165.7,24656.1,22371.5,23385.9,21052.8,20168.4,
KAJIMA,JP3210200006,,,,,,,,,,,,93000.0,76000.0,59114.0,78000.0,68000.0,73000.0,74000.0,88000.0,98000.0,60000.0,70000.0,47000.0,129000.0,138000.0,143000.0,149000.0
KANEKA,JP3215800008,,,,,,,,,,,,,,,,,,,,,,517000.0,522000.0,774500.0,685000.0,685000.0,
CAPCOM,JP3218900003,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,
KAMIGUMI,JP3219000001,,,,,,,,,,,,,,,,,,,,,,,56918.0,57921.0,55138.0,65076.0,61452.0
KAWASAKI KISEN KAISHA,JP3223800008,,,,,,,,,,,,,,,1141.0,,,30561.0,31025.0,30505.0,27306.0,26397.0,25191.0,13769.0,11556.0,9519.0,
KAWASAKI HEAVY INDUSTRY,JP3224200000,,,,,,,,,,,140266.0,110058.0,,109691.0,140816.0,,,326000.0,313000.0,326000.0,311000.0,313010.0,276064.0,284922.0,283654.0,282292.0,288722.0
KANSAI ELECTRIC PWR.,JP3228600007,,,,,,,,,,,0.0,,,,,,10000.0,10000.0,10000.0,10000.0,6000.0,5000.0,6000.0,5000.0,16000.0,6000.0,
KANSAI PAINT,JP3229400001,,,,,,,,,,,,,,,,,,,,,,,18117.0,140299.0,137920.0,142583.0,
KEYENCE,JP3236200006,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,
KIKKOMAN,JP3240400006,,,,,,,,,,,,,,,,,,,,,,,109200.0,93800.0,57900.0,49700.0,
CANON,JP3242800005,,,,612000.0,,2642000.0,,,,,,,759371.0,921409.0,939990.0,1059561.0,992380.0,955338.0,962229.0,930471.0,891734.0,823467.0,917727.0,911775.0,874789.0,847121.0,
CANON MARKETING JAPAN,JP3243600008,,,,,,,,,,,,,,,,,33823.0,32174.0,33535.0,40922.0,43501.0,45733.0,51952.0,24502.0,32847.0,33909.0,
KYUSHU ELEC.POWER,JP3246400000,,,,,,,26591000.0,29200000.0,,,,,,,,,,100.0,100.0,100.0,100.0,80.0,50.0,50.0,50.0,50.0,60.0
KYOCERA,JP3249600002,,,,,,,,,,,,,,,,,,,978560.0,961730.0,929012.0,934334.0,892033.0,935454.0,913279.0,825552.0,
KYOWA KIRIN,JP3256000005,,,,,,,,,,,,,,,288015.0,287648.0,296845.0,299223.0,296559.0,290189.0,34687.0,23889.0,21897.0,13941.0,6727.0,2087.0,
KIRIN HOLDINGS,JP3258000003,,,,,,,,,,,751456.0,773700.0,676388.0,658863.0,,594000.0,613000.0,611000.0,487853.0,472032.0,439000.0,380000.0,348000.0,304173.0,212148.0,,
KINTETSU GROUP HDG.,JP3260800002,,,,,,,,,,,,525375.0,,349024.0,439470.0,,,,549181.0,562257.0,551456.0,527586.0,477452.0,436259.0,516935.0,525521.0,
KINDEN,JP3263000006,,,,,,,,,,,,,,,,,,,,,,,11606.0,12097.0,10543.0,10122.0,9843.0
KUBOTA,JP3266400005,,,,,,,222000.0,231000.0,,,,205000.0,195800.0,40640.0,283000.0,338000.0,353000.0,334000.0,346000.0,331000.0,320000.0,279000.0,304000.0,283000.0,276000.0,289000.0,
MEDIPAL HOLDINGS,JP3268950007,,,,,,,,,,,,,,,,,,,,56621.98,55335.12,51796.25,52439.68,46996.0,46552.0,42494.0,
KURARAY,JP3269600007,,,,,,,,700000.0,,,,,,594500.0,605000.0,,1027000.0,1032000.0,1120000.0,1188000.0,1170000.0,1000000.0,1047000.0,1020000.0,952000.0,951000.0,
KURITA WATER IND.,JP3270000007,,,,,,,,,,,,,,,,,,,157860.0,18000.0,27000.0,35000.0,27000.0,28000.0,24000.0,22000.0,
CREDIT SAISON,JP3271400008,,,,,,,,,,,,,,,,,,,,,,,17856.0,17947.0,17712.0,14116.0,13433.0
GLORY,JP3274400005,,,,,,,,,,,,,,,,,,,15660.0,15657.0,14112.0,12226.0,12231.0,13118.0,14568.0,17712.0,
GUNMA BANK,JP3276400003,,,,,,,,,,,,,,,,,,,,,9668.0,8986.0,9122.0,8647.0,6728.0,3435.0,
KEIO,JP3277800003,,,,,,,,,,,,,,,,,,,,,202000.0,222407.0,,205324.0,210790.0,175503.0,188397.0
KEISEI ELEC.RAILWAY,JP3278600006,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,
KEIKYU,JP3280200001,,,,,,,,,,,,,,,,,,,,,,158607.0,147746.0,134342.0,128558.0,114191.0,
KOSE HOLDINGS,JP3283650004,,,,,,,,,,,,,,,,,,,,13411.1,17283.5,15772.3,15224.2,14023.73,14423.3,13810.3,
KOBE STEEL,JP3289800009,,,,,,,,,,,,581355.0,,481000.0,585000.0,,,,1100000.0,1000000.0,1000000.0,900000.0,800000.0,800000.0,800000.0,900000.0,802150.0
JTEKT,JP3292200007,,,,,,,,,,,,,,,,,,,,,,649000.0,583000.0,506000.0,477700.0,539000.0,
COCA-COLA BOTTLERS JAPAN HOLDINGS,JP3293200006,,,,,,,,,,,,,,54520.0,,,,,188746.0,191614.0,157019.0,177470.0,167343.0,166593.0,170936.0,168568.0,
INPEX,JP3294460005,,,,,,,,,,,,14342.0,15904.0,22240.0,27981.0,42009.0,54720.0,58214.0,44517.0,44195.0,44000.0,45000.0,45000.0,37000.0,36000.0,33000.0,
KONAMI GROUP,JP3300200007,,,,,,,,,,,,,,,,,,,,,,,52719.0,47840.0,46203.0,43249.0,
KONICA MINOLTA,JP3300600008,,,,,,,,221446.0,,,,243891.0,,,280823.0,238000.0,227499.0,224298.0,221665.0,198174.0,199277.0,177200.0,161180.0,169430.0,167856.0,156820.0,
KOMATSU,JP3304200003,,,,,,,,287443.0,,,297000.0,234418.0,393400.0,424186.0,354601.0,327000.0,302900.0,239600.0,278400.0,331500.0,356600.0,343000.0,288474.0,398000.0,396000.0,294000.0,292000.0
COMSYS HOLDINGS,JP3305530002,,,,,,,,,,,,,,,,,,,,,,,16000.0,17000.0,17000.0,14000.0,
KOMORI,JP3305800009,,,,,,,,,,,,,,,,,,,,,,,12070.0,13221.0,13073.0,12619.0,
YOKOHAMA FINANCIAL GROUP,JP3305990008,,,,,,,,,,,,,,,,,,24798.0,23272.0,22696.0,21564.0,20581.0,20345.0,16525.0,6804.0,3500.0,2618.0
SAPPORO HOLDINGS,JP3320800000,,,,,,,,,,,85008.0,79381.0,92860.25,,,,,,,,,,,,,,
SUMCO,JP3322930003,,,,,,,,,,,,,,,764406.0,820683.0,990000.0,913000.0,894000.0,877000.0,702000.0,765000.0,812000.0,765000.0,1194000.0,1097000.0,
SANKYO,JP3326410002,,,,,,,,,,,,,,,,,,,,4399.0,4657.0,5022.0,4376.0,4310.0,4307.0,4225.0,
SANTEN PHARM.,JP3336000009,,,,,,,,,,,,,,,,,,,16485.0,16560.0,17142.0,20187.0,19566.0,18525.0,21390.0,22591.0,35574.0
SUNDRUG,JP3336600006,,,,,,,,,,,,,,,,,,,,,,,,,,157146.0,209626.0
SHIONOGI,JP3347200002,,,,,,,,,,,,,,,,,59245.0,,,47139.0,,,,,48212.0,,
SHIKOKU ELECTRIC POWER,JP3350800003,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
SYSMEX,JP3351100007,,,,,,,,,,,,,,,,,,,,20438.0,19385.0,21710.0,15476.0,15901.0,15200.0,6706.0,6183.0
SHIZUOKA FINANCIAL GROUP,JP3351500008,,,,,,,,,,,,,,,,,,,,,,14848.0,14211.0,13425.0,11538.0,3763.0,950.0
SHISEIDO,JP3351600006,,,,,,,,,,,,33387.0,50428.0,47905.0,47721.0,52877.0,44218.0,57363.0,60151.0,53617.0,51714.0,46490.0,36737.0,22527.0,13617.0,10212.0,
77 BANK,JP3352000008,,,,,,,,,,,,,,,,,,,,,,10689.0,10597.0,8848.0,8079.0,7295.0,
CITIZEN WATCH,JP3352400000,,,,,,,,,,,,,,,,,,147784.0,148871.0,148005.0,158914.0,142775.0,120538.0,128559.0,120830.0,112680.0,
SHIMADZU,JP3357200009,,,,,,,,,,,15100.0,24922.0,28675.84,26598.0,,,42000.0,43000.0,44000.0,46000.0,41000.0,36000.0,32000.0,43910.0,45285.0,46595.0,
SHIMANO,JP3358000002,,,,,,,,,,,,,,,,,,,,,125723.0,125028.0,114983.0,94197.0,52366.0,55500.0,
SHIMAMURA,JP3358200008,,,,,,,,,,,,,,,,,164158.0,146172.0,137411.0,116059.0,107161.0,105305.0,102212.0,99314.0,96170.0,96971.0,
SHIMIZU,JP3358800005,,,,,,,,,,,,84917.0,58028.0,,22418.0,,,,,,61548.0,69622.0,58794.0,35284.0,61113.0,105745.0,83750.0
SHARP,JP3359600008,,,,,,,,,,,,1045903.0,1123000.0,992000.0,997000.0,950000.0,1111000.0,954000.0,867000.0,687000.0,812000.0,722000.0,681000.0,706000.0,794000.0,885000.0,765000.0
MITSUI OSK LINES,JP3362700001,,,,,,,,,,,,55892.0,56033.0,52000.0,52000.0,53000.0,62000.0,56000.0,55000.0,46000.0,47000.0,45116.0,38735.0,39018.0,37224.0,41405.0,
RESONAC HOLDINGS,JP3368000000,,,,,,,,,,,,,,,713000.0,698000.0,696000.0,683000.0,700000.0,411000.0,1096000.0,858000.0,1002000.0,973000.0,934000.0,950000.0,
SHIN-ETSU CHEMICAL,JP3371200001,,,,,,,,,2230520.0,2340241.0,2242434.0,2325565.0,2460749.0,2733950.0,2950835.0,3091811.0,3011878.0,3039739.0,3264000.0,3510000.0,4280000.0,4226000.0,4163000.0,4003000.0,4367000.0,4303000.0,4443000.0
SHINKO ELEC.INDS. DEAD - DELIST.06/06/25,JP3375800004,,,,,,,,,,,,,,,94917.0,101078.0,104230.0,105154.0,111218.0,114268.0,139118.0,131863.0,151821.0,163357.0,153211.0,154882.0,
NIPPON STEEL,JP3381000003,,,,,,,,,,,,,,,,,,11000000.0,10000000.0,10000000.0,12850000.0,12100000.0,11035000.0,12458000.0,11912000.0,12425000.0,11423000.0
GS YUASA,JP3385820000,,,,,,,,,,,56152.0,51825.0,57959.0,62588.0,83261.0,104738.0,139714.0,,,532162.0,361087.0,300250.0,284985.0,285785.0,249204.0,270299.0,257833.0
J S R DEAD - DELIST.25/06/24,JP3385980002,,,,,,,,,,,,,,272000.0,,,533470.0,558520.0,571764.0,601141.0,600000.0,564000.0,493000.0,656000.0,184000.0,,
JFE HOLDINGS,JP3386030005,,,,,,,,,,,,,,,,,,6600000.0,6400000.0,7400000.0,7600000.0,7600000.0,6400000.0,7100000.0,7100000.0,7200000.0,
AEON,JP3388200002,,,,,,,,,,,,,,3307868.0,,,,,,2150624.0,2201399.0,2912000.0,2823000.0,2759000.0,,,
JAFCO GROUP,JP3389900006,,,,,,,,,,,,,,,,,,,,140.7,88.6,85.4,72.7,77.3,79.3,26.0,
SKY PERFECT JSAT HDG.,JP3396350005,,,,,,,,,,,,,,,,,,,,,,,,10218.0,5720.0,11714.0,10815.0
SUZUKI MOTOR,JP3397200001,,,,,,,,,,,,,,,,380000.0,500000.0,540000.0,500000.0,550000.0,570000.0,630000.0,680000.0,710000.0,720000.0,540000.0,490000.0
SUZUKEN,JP3398000004,,,,,,,,,,,,,,,,,,,,,,,50870.0,49614.0,44795.0,46095.0,44877.0
STANLEY ELECTRIC,JP3399400005,,,,,,,,,,,,,,,,,,50273.0,,,,,,,,,
SUMITOMO OSAKA CEMENT,JP3400900001,,,,,,,,,,,,,,,,,,,215000.0,222000.0,213000.0,209000.0,196000.0,179000.0,195000.0,172000.0,159000.0
SUMITOMO CHEMICAL,JP3401400001,,,,,,1411000.0,1441000.0,1752000.0,1762000.0,1929000.0,1809000.0,1835000.0,2840000.0,,,937000.0,917000.0,1243000.0,1183000.0,1080000.0,1193000.0,1048000.0,1076000.0,1056000.0,905000.0,767000.0,715000.0
SUMITOMO METAL MINING,JP3402600005,,,,,,,,,,,,947000.0,921000.0,902000.0,1016000.0,1103000.0,1202000.0,1142000.0,1017000.0,962000.0,971000.0,865000.0,882000.0,861000.0,858000.0,726000.0,
SUMITOMO RUBBER INDS.,JP3404200002,,,,,,,,,,,,,,,,,,,,701000.0,681000.0,632000.0,710000.0,668000.0,,,
SUMITOMO,JP3404600003,,,,,,,,,,,,,,,,,,,252869.0,752378.0,630412.0,683000.0,653000.0,672000.0,553000.0,572000.0,490000.0
SUMITOMO HEAVY INDS.,JP3405400007,,,,,,,,,,70200.0,62200.0,51100.0,,,,,,,,138160.29,139093.0,144547.0,131983.0,141082.0,140512.0,131850.0,
OSAKA TITANIUM,JP3407200009,,,,,,,,,,,,,,,,,,,,,,200000.0,132000.0,114772.0,147440.0,224662.0,218539.0
SUMITOMO ELECTRIC IND.,JP3407400005,,,,,,,,,,,,935000.0,1034000.0,1081100.0,1134498.0,,,,,,,1500000.0,1398000.0,1511000.0,1400000.0,1393000.0,
SUMITOMO REAL.&DEV.,JP3409000001,,,,,,,,,,,,,,,,,,,,226843.0,235360.0,125352.0,122376.0,120000.0,124000.0,116000.0,
SURUGA BANK,JP3411000007,,,,,,,,,,,,,,,,,,,,,,,5670.0,4729.0,3899.0,1661.0,
SEIKO EPSON,JP3414750004,,,,,,,,,,,,,,,397214.0,448638.0,441331.0,426797.0,438555.0,455110.0,374347.0,363490.0,421711.0,417283.0,421421.0,409613.0,
SEINO HDG.,JP3415400005,,,,,,,,,,,,,,,,,,,,,59456.0,57332.0,53260.0,56468.0,52087.0,48193.0,
SEGA SAMMY HDG.,JP3419050004,,,,,,,,,,,,,,,,95908.0,110316.0,100449.0,86944.0,85140.0,84498.0,80566.0,22446.0,22446.0,21126.0,22059.0,10964.0
SEKISUI CHEMICAL,JP3419400001,,,,,,,,,,233064.0,219782.0,290090.0,358510.0,643564.0,631450.88,,,634790.0,,,695000.0,655000.0,548000.0,523000.0,468000.0,559000.0,566000.0
SEKISUI HOUSE,JP3420600003,,,,,,,,,,,,44374.0,44556.0,44207.0,42634.1,,46000.0,45000.0,46000.0,63000.0,59606.0,55313.0,54318.0,47337.0,26319.0,22502.0,19895.0
JAPAN PETROLEUM EXP.,JP3421100003,,,,,,,,,,,,26075.0,22978.0,21970.0,31858.0,41042.0,40934.0,40848.0,39799.0,62860.0,85838.0,93997.0,75000.0,67000.0,33000.0,20000.0,30000.0
SECOM,JP3421800008,,,,,,,,,,,,,,,,,,,121230.0,121266.11,125030.08,121934.51,121329.42,121616.09,115038.8,85320.9,
CENTRAL GLASS,JP3425000001,,,,,,,,,,,,,,,,,,,,,,176000.0,144005.0,137543.0,117171.0,121876.0,107015.0
ANA HOLDINGS,JP3429800000,,,,,,,,,,,90000.0,120000.0,110000.0,110000.0,108000.0,104000.0,98000.0,83000.0,83000.0,92000.0,85000.0,84236.0,70000.0,66000.0,65000.0,65000.0,68000.0
SONY GROUP,JP3435000009,,,,1319571.0,1364621.0,1403515.0,1434831.0,1518093.0,1502340.0,1566171.0,1464094.0,1375168.0,1283543.0,1270205.0,1026973.0,991573.0,964221.0,1263189.0,1084907.0,1156316.0,1152000.0,1188000.0,899000.0,984000.0,736000.0,826000.0,810000.0
SOFTBANK GROUP,JP3436100006,,,,,,,,,,,,,,,,,,,,711128.0,682497.0,760301.0,605513.0,708567.0,576751.0,526769.0,
SBI HDG.,JP3436120004,,,,,,,,,,,,,,,,,,,1916.0,3412.0,3621.0,4140.0,4463.0,18191.0,12030.0,10367.0,9797.0
TAISEI,JP3443600006,,,,,,,,,,,67057.0,56000.0,70000.0,66539.0,72767.0,65000.0,67000.0,76000.0,71000.0,88000.0,77000.0,89000.0,76000.0,79000.0,75000.0,66000.0,
TAIHEIYO CEMENT,JP3449020001,,,,,,146000.0,133000.0,1600000.0,263683.0,259000.0,1797751.0,212000.0,213000.0,234000.0,244000.0,233000.0,,,,985000.0,963000.0,896000.0,855000.0,983000.0,868000.0,854000.0,755000.0
TAIYO YUDEN,JP3452000007,,,,,,,,,,305000.0,280000.0,322000.0,381923.0,374000.0,420800.0,428782.0,450120.0,449190.0,388240.0,401760.0,395600.0,393000.0,442000.0,415000.0,354000.0,367000.0,325000.0
TAKASHIMAYA,JP3456000003,,,,,,,,,,,,,,,121818.0,,,,,,119468.0,205563.0,178090.0,183301.0,179377.0,187350.0,
TAKARA HDG.,JP3459600007,,,,,,,,,,,,,,,,,,,,,,16000.0,20685.0,20778.0,21522.0,20609.0,23514.0
TAKEDA PHARMACEUTICAL,JP3463000004,,,,,,,,,,,139921.0,146729.0,167664.0,,,,,246000.0,206000.0,203000.0,233625.0,319000.0,271000.0,283000.0,291000.0,282000.0,272000.0
DAIICHI SANKYO,JP3475350009,,,,,,,,,,,,239805.0,281273.0,121293.0,116018.0,113056.0,131702.0,128159.0,125799.0,120451.0,114140.0,94096.0,86853.0,96033.0,23758.0,23994.0,
DAIKIN INDUSTRIES,JP3481800005,,,,,,,,,,,,322950.0,403436.0,419692.3,418688.0,,,,560000.0,590000.0,620000.0,750000.0,550000.0,618000.0,541000.0,536000.0,559000.0
DAICEL,JP3485800001,,,,,,,,,,,,,,,,,,,,628000.0,585000.0,543000.0,472000.0,693000.0,629000.0,630000.0,
DAITO TST.CONSTRUCTION,JP3486800000,,,,,,,,,,,,,,,,,34808.0,32740.0,45982.0,57865.0,57865.0,52386.0,37700.0,34599.0,32102.0,33223.0,31188.0
DAIDO STEEL,JP3491000000,,,,,,,,,,,,513128.0,,,,,,,,,,,,581000.0,457000.0,489000.0,
DIC,JP3493400000,,,,,,,,,,,,,,320971.0,,,,,,371067.9,322446.0,297986.0,296922.0,378834.0,256830.0,267030.0,
DAI NIPPON PRINTING,JP3493800001,,,,,,526143.0,536143.0,537711.0,584000.0,,,596700.0,,707500.0,770600.0,,,937000.0,830000.0,758000.0,713000.0,672000.0,612000.0,566000.0,550000.0,535000.0,543000.0
SCREEN HOLDINGS,JP3494600004,,,,,,,,,,,,,,,,,,,,,44221.0,47161.0,46682.0,44538.0,44742.0,47400.0,
SUMITOMO PHARMA,JP3495000006,,,,,,,,,,,,,,,,,,,,,,,38753.0,40351.0,26518.0,26827.0,
KDDI,JP3496400007,,,,,,,,,962891.7,1026733.0,,1180174.0,1107248.0,1215886.0,1032629.0,935996.4,1039677.0,1076209.0,1264479.0,1504142.0,1486429.0,1486924.0,1475724.0,1614118.0,1475170.0,1411040.0,
MITSUBISHI HC CAPITAL,JP3499800005,,,,,,,,,,,,,,,,,,,,,7720.0,6951.0,6604.0,7880.0,6786.0,5777.0,
RESONA HOLDINGS,JP3500610005,,,,,,,,,,,,,,,,,,,75996.0,67514.0,65507.0,60317.0,51516.0,50946.0,44007.0,44112.0,17871.0
DAIWA SECURITIES GROUP,JP3502200003,,,,,,,,,,55709.28,57471.87,63087.0,67580.0,60630.0,49846.0,35442.0,38871.0,36372.0,34772.0,33131.0,30764.0,29878.0,24739.0,18790.0,16265.0,8632.0,25033.0
DAIWA HOUSE INDUSTRY,JP3505000004,,,,,,,,,,,,130900.0,136290.7,130073.98,131842.12,178000.0,190000.0,270500.0,286000.0,256900.0,248300.0,229900.0,207000.0,217900.0,177900.0,15900.0,14000.0
CHIBA BANK,JP3511800009,,,,,,,,,,,,,,,,,,,,,16395.0,16290.0,16591.0,15663.0,9908.0,2736.0,2685.0
CHUGAI PHARM.,JP3519400000,,,,,,,,,,,,,,43955.0,,,,55032.0,54999.0,62108.0,61226.0,59935.0,54177.0,58047.0,64663.0,65695.0,
CHUGOKU ELEC.POWER,JP3522200009,,,,,,,6000.0,5000.0,,,,,,,,,,,,40.0,49.0,55.0,42.0,39.0,44.0,30.0,630020.0
CHUBU ELEC.POWER,JP3526600006,,,,,,,,,,,0.0,,,,,,80000.0,70000.0,70000.0,70000.0,66562.0,2790000.0,2710000.0,2960000.0,2420000.0,2860000.0,
CHIYODA CORPORATION,JP3528600004,,,,,,,,,,,,,,,6370.0,,6781.0,6633.0,,,,,16870.0,8843.0,7293.0,5779.0,
TSUMURA,JP3535800001,,,,,,,,,,,,,35828.08,35941.46,,,,,,,56195.0,59977.0,56561.0,57184.0,65558.0,45483.0,
